DAT_DATA_SERVIZIO,COD_ANNO_STAGIONE,DES_ANNO_STAGIONE,DES_STAGIONALITA,DES_TIPOLOGIA_GIORNO,DES_PERIODICITA,FLG_ESCLUSIONE_STATISTICA,DES_MOTIVO_ESCLUSIONE
2023-06-18,23-EST,2023 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2023-06-19,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-06-20,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-06-21,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-06-22,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-06-23,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-06-24,23-EST,2023 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2023-06-25,23-EST,2023 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2023-06-26,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-06-27,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-06-28,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-06-29,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-06-30,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-01,23-EST,2023 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2023-07-02,23-EST,2023 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2023-07-03,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-04,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-05,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-06,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-07,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-08,23-EST,2023 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2023-07-09,23-EST,2023 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2023-07-10,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-11,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-12,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-13,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-14,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-15,23-EST,2023 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2023-07-16,23-EST,2023 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2023-07-17,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-18,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-19,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-20,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-21,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-22,23-EST,2023 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2023-07-23,23-EST,2023 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2023-07-24,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-25,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-26,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-27,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-28,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-07-29,23-EST,2023 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2023-07-30,23-EST,2023 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2023-07-31,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-01,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-02,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-03,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-04,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-05,23-ago,2023 Agosto,Agosto,Sabato,Sabato Agosto,N,null
2023-08-06,23-ago,2023 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2023-08-07,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-08,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-09,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-10,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-11,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-12,23-ago,2023 Agosto,Agosto,Sabato,Sabato Agosto,N,null
2023-08-13,23-ago,2023 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2023-08-14,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-15,23-ago,2023 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2023-08-16,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-17,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-18,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-19,23-ago,2023 Agosto,Agosto,Sabato,Sabato Agosto,N,null
2023-08-20,23-ago,2023 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2023-08-21,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-22,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-23,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-24,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-25,23-ago,2023 Agosto,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2023-08-26,23-ago,2023 Agosto,Agosto,Sabato,Sabato Agosto,N,null
2023-08-27,23-ago,2023 Agosto,Agosto,Festivo,Festivo Agosto,N,null
2023-08-28,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-08-29,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-08-30,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-08-31,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-09-01,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-09-02,23-EST,2023 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2023-09-03,23-EST,2023 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2023-09-04,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-09-05,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-09-06,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-09-07,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-09-08,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2023-09-09,23-EST,2023 Estivo,Estivo,Sabato,Sabato Estivo,N,null
2023-09-10,23-EST,2023 Estivo,Estivo,Festivo,Festivo Estivo,N,null
2023-09-11,23-EST,2023 Estivo,Estivo,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-12,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-13,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-14,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-15,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-16,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-09-17,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-09-18,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-19,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-20,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-21,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-22,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-23,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-09-24,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-09-25,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-26,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-27,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-28,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-29,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-09-30,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-10-01,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-10-02,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-03,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-04,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-05,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-06,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-07,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-10-08,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-10-09,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-10,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-11,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-12,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-13,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-14,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-10-15,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-10-16,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-17,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-18,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-19,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-20,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-21,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-10-22,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-10-23,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-24,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-25,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-26,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-27,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-28,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-10-29,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-10-30,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-10-31,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-01,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-11-02,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-03,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-04,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-11-05,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-11-06,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-07,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-08,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-09,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-10,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-11,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-11-12,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-11-13,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-14,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-15,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-16,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-17,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-18,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-11-19,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-11-20,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-21,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-22,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-23,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-24,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-25,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-11-26,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-11-27,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-28,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-29,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-11-30,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-01,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-02,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-12-03,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-12-04,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,S,PONTE IMMACOLATA
2023-12-05,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,S,PONTE IMMACOLATA
2023-12-06,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,S,PONTE IMMACOLATA
2023-12-07,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,S,PONTE IMMACOLATA
2023-12-08,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,S,PONTE IMMACOLATA
2023-12-09,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,S,PONTE IMMACOLATA
2023-12-10,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,S,PONTE IMMACOLATA
2023-12-11,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-12,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-13,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-14,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-15,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-16,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,N,null
2023-12-17,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,N,null
2023-12-18,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-19,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-20,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-21,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-22,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2023-12-23,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,S,VACANZE NATALIZIE
2023-12-24,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,S,VACANZE NATALIZIE
2023-12-25,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,S,VACANZE NATALIZIE
2023-12-26,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE NATALIZIE
2023-12-27,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE NATALIZIE
2023-12-28,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE NATALIZIE
2023-12-29,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE NATALIZIE
2023-12-30,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Sabato,Sabato Invernale,S,VACANZE NATALIZIE
2023-12-31,2324-INV,2023-24 Invernale 1 (ottobre-dicembre),Invernale,Festivo,Festivo Invernale,S,VACANZE NATALIZIE
2024-01-01,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,S,VACANZE NATALIZIE
2024-01-02,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE NATALIZIE
2024-01-03,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE NATALIZIE
2024-01-04,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE NATALIZIE
2024-01-05,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,S,VACANZE NATALIZIE
2024-01-06,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,S,VACANZE NATALIZIE
2024-01-07,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,S,VACANZE NATALIZIE
2024-01-08,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-09,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-10,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-11,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-12,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-13,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-01-14,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-01-15,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-16,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-17,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-18,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-19,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-20,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-01-21,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-01-22,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-23,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-24,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-25,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-26,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-27,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-01-28,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-01-29,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-30,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-01-31,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-01,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-02,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-03,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Sabato,Sabato Invernale,N,null
2024-02-04,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Festivo,Festivo Invernale,N,null
2024-02-05,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-06,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2024-02-07,2424-INV,2023-24 Invernale 2 (gennaio-maggo),Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
