COD_MATRICOLA_VEICOLO,DES_TARGA,DES_TARGA_PRECEDENTE,NUM_POSTI_A_SEDERE,NUM_POSTI_TOTALI_LIBRETTO,NUM_LUNGHEZZA_EFFETTIVA,NUM_MAX_CLASSE_DIMENSIONE,COD_DIMENSIONE,DES_DIMENSIONE,DES_CLASSE_DIMENSIONE,DES_NORMATIVA_INQUINANTI_CEE,COD_CARROZZERIA_MCTC,DES_CARROZZERIA_MCTC,COD_CATEGORIA_MCTC,DES_CATEGORIA_MCTC,COD_CLASSE_MCTC,DES_CLASSE_MCTC,COD_CLASSE_AMBIENTALE,DES_CLASSE_AMBIENTALE,COD_TIPO_PIANALE,DES_TIPO_PIANALE,COD_TIPO_VEICOLO,DES_TIPO_VEICOLO,COD_CARROZZERIA,DES_CARROZZERIA,COD_VERSIONE_CARROZZERIA,DES_VERSIONE_CARROZZERIA,COD_FAMIGLIA_BUS,DES_FAMIGLIA_BUS,DES_TIPO_PROPRIETA,COD_GRUPPO_VEICOLO,DES_GRUPPO_VEICOLO,COD_SCARL,DES_SCARL,COD_MARCA,DES_MARCA,COD_MODELLO,DES_MODELLO_MARCA,COD_ALIMENTAZIONE,DES_ALIMENTAZIONE,COD_STATO_VEICOLO_ATTUALE,DES_STATO_VEICOLO_ATTUALE,COD_USO_VEICOLO,DES_USO_VEICOLO,COD_ENTE_CONCEDENTE,DES_ENTE_CONCEDENTE,COD_LOTTO_CONTRATTO_BUS,DES_LOTTO_CONTRATTO_BUS,COD_DEPOSITO_BUS_ATTUALE,DES_DEPOSITO_BUS_ATTUALE,COD_DEPOSITO_BUS_ASSEGNATO,DES_DEPOSITO_BUS_ASSEGNATO,COD_SEDE_LAVORAZIONE_BUS,DES_SEDE_LAVORAZIONE_BUS,COD_PROPRIETARIO,DES_PROPRIETARIO,DES_TIPOLOGIA_PROPRIETARIO,COD_BACINO,COD_UNITA_PRODUTTIVA,COD_PRODOTTO_TRAZIONE,DES_PRODOTTO_TRAZIONE,COD_MOTORE,DAT_IMMATRICOLAZIONE,DAT_ENTRATA_SERVIZIO,DAT_USCITA_SERVIZIO,NUM_ANNI_ETA,DAT_ATTIVAZIONE_FULL_SERVICE,DAT_SCADENZA_FULL_SERVICE,DAT_INIZIO_CONTRATTO,DAT_FINE_CONTRATTO,DAT_ULTIMA_REVISIONE,DAT_SCADENZA_REVISIONE,DAT_SCADENZA_GARANZIA,DAT_ULTIMO_RIFORNIMENTO,DAT_ALIENAZIONE,DAT_AUT_ALIENAZIONE,FLG_VALIDITA,DAT_INIZIO_VALIDITA,DAT_FINE_VALIDITA,FLG_MOVIMENTO,NUM_KM_PROGR,IMP_PREZZO_ACQ,IMP_FINANZIAMENTO,IMP_VALORE_RESIDUO_ATT,FLG_LEASING,FLG_FULL_SERVICE
3232,FR004FE,null,32,102,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO6 595/2009*64/2012A,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E6,EURO6,01,RIBASSATO TOTALMENTE,M2,MI12,16,MERCEDES BENZ,018,CITARO C2 STEP3,06,SUBURBANO,PROPRIETA,102,EVO/MSE - CITTÀ MET MILANO (LOTTO4),D001,CITTA' METROPOLITANA MILANO (SOTTORETE SUDEST LT4),MER,MERCEDES BENZ,015,O530 N3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,SE,Prov. Milano Lotto 4 - Sud Est,MGN,MILANO VIA MARIGNANO,ZBP,ZELO B/P,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,UP MISE,1H,GASOLIO AUT/HVO,0173,2018-06-08,2018-07-05,null,8,2018-06-08,2030-06-07,2017-11-15,2029-11-14,2026-07-08,2027-07-31,2020-06-07,2026-07-15,null,null,S,2018-06-08,2999-12-31,S,318355,204832.95,0.00,112987.90,N,S
3245,FP499SC,null,32,102,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO6 595/2009*64/2012A,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E6,EURO6,01,RIBASSATO TOTALMENTE,M2,MI12,16,MERCEDES BENZ,018,CITARO C2 STEP3,06,SUBURBANO,PROPRIETA,101,EVO/NOR - PROVINCIA MONZA BRIANZA,F001,PROVINCIA MONZA E BRIANZA (SOTTORETE BRIANZA CENT),MER,MERCEDES BENZ,015,O530 N3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,BT,Prov. Milano Lotto 2 - Nord,DES,DESIO VIA ROSSA,DES,DESIO VIA ROSSA,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1H,GASOLIO AUT/HVO,0173,2018-06-08,2018-07-05,null,8,2018-06-08,2030-06-07,2017-11-15,2029-11-14,2025-08-04,2026-08-31,2020-06-07,2026-07-12,null,null,S,2018-06-08,2999-12-31,S,357933,204832.95,0.00,93046.92,N,S
3253,GH320XN,null,32,97,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E6,EURO6,01,RIBASSATO TOTALMENTE,MA,MI12A,16,MERCEDES BENZ,025,CITARO C2 STEP3 CHY,06,SUBURBANO,PROPRIETA,101,EVO/NOR - PROVINCIA MONZA BRIANZA,F001,PROVINCIA MONZA E BRIANZA (SOTTORETE BRIANZA CENT),MER,MERCEDES BENZ,015,O530 N3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,BT,Prov. Milano Lotto 2 - Nord,DES,DESIO VIA ROSSA,MZT,MONZA VIA TONIOLO,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1H,GASOLIO AUT/HVO,0173,2022-04-08,2022-04-27,null,4,2022-04-08,2034-04-07,null,null,2026-04-22,2027-04-30,null,2026-07-07,null,null,S,2022-04-27,2999-12-31,S,153652,227615.13,0.00,160622.77,N,S
3268,GS062DA,null,32,97,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E6,EURO6,01,RIBASSATO TOTALMENTE,MA,MI12A,16,MERCEDES BENZ,025,CITARO C2 STEP3 CHY,06,SUBURBANO,PROPRIETA,102,EVO/MSE - CITTÀ MET MILANO (LOTTO4),D001,CITTA' METROPOLITANA MILANO (SOTTORETE SUDEST LT4),MER,MERCEDES BENZ,015,O530 N3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,SE,Prov. Milano Lotto 4 - Sud Est,MGN,MILANO VIA MARIGNANO,MLZ,MELZO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,UP MISE,1H,GASOLIO AUT/HVO,0173,2024-04-19,2024-05-20,null,2,2024-04-19,2032-04-18,null,null,2026-03-25,2027-03-31,2026-04-18,2026-07-13,null,null,S,2024-05-21,2999-12-31,S,112164,230000.00,0.00,159261.36,N,S
3274,GS068DA,null,32,97,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E6,EURO6,01,RIBASSATO TOTALMENTE,MA,MI12A,16,MERCEDES BENZ,025,CITARO C2 STEP3 CHY,06,SUBURBANO,LEASING,102,EVO/MSE - CITTÀ MET MILANO (LOTTO4),D001,CITTA' METROPOLITANA MILANO (SOTTORETE SUDEST LT4),MER,MERCEDES BENZ,015,O530 N3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,SE,Prov. Milano Lotto 4 - Sud Est,MGN,MILANO VIA MARIGNANO,ZBP,ZELO B/P,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,UP MISE,1H,GASOLIO AUT/HVO,0173,2024-04-19,2024-05-11,null,2,2024-04-19,2032-04-18,null,null,2026-02-11,2027-02-28,2026-04-18,2026-07-16,null,null,S,2024-05-12,2999-12-31,S,117492,230000.00,0.00,201354.82,N,S
3308,EJ856TY,null,37,91,11.95,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO5+ (EEV) 2005/55 CE-C,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,EV,EEV,01,RIBASSATO TOTALMENTE,S2,ATM12B,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,127,EVO/SMO - SUBAFFIDI ATM (OVEST),M001,COMUNE DI MILANO (SUBAPPALTO ATM),MER,MERCEDES BENZ,015,O530 N3,03,GASOLIO,O,SENZA TITOLO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,10,COMUNE DI MILANO,S1,Subaffidamenti SudOvest,LCH,LACCHIARELLA (DEPOSITO),LCH,LACCHIARELLA (DEPOSITO),LCH,LACCHIARELLA - SS105 VIA MILANO 5/7,AGI,AUTOGUIDOVIE,INTERNA,SMO,ATM SO,1H,GASOLIO AUT/HVO,0016,2011-09-03,2011-09-05,null,14,2023-09-03,2026-09-02,2011-09-03,2023-10-14,2026-02-12,2027-02-28,2013-09-03,2026-06-09,null,null,S,2014-09-12,2999-12-31,S,820101,201770.00,0.00,173522.20,S,S
3311,EJ859TY,null,37,91,11.95,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO5+ (EEV) 2005/55 CE-C,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,EV,EEV,01,RIBASSATO TOTALMENTE,S2,ATM12B,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,128,EVO/SMS - SUBAFFIDI ATM (SUD),M001,COMUNE DI MILANO (SUBAPPALTO ATM),MER,MERCEDES BENZ,015,O530 N3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,10,COMUNE DI MILANO,SS,Subaffidamenti Sud  ATM,LCH,LACCHIARELLA (DEPOSITO),LCH,LACCHIARELLA (DEPOSITO),LCH,LACCHIARELLA - SS105 VIA MILANO 5/7,AGI,AUTOGUIDOVIE,INTERNA,SMS,ATM SO,1H,GASOLIO AUT/HVO,0016,2011-09-03,2011-09-05,null,14,2023-09-03,2026-09-02,2011-09-03,2023-10-14,2026-04-14,2027-04-30,2013-09-03,2026-07-15,null,null,S,2014-03-01,2999-12-31,S,761833,201770.00,0.00,173522.20,S,S
3335,EK305CD,null,37,91,11.95,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO5+ (EEV) 2005/55 CE-C,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,EV,EEV,01,RIBASSATO TOTALMENTE,L1,12M,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,127,EVO/SMO - SUBAFFIDI ATM (OVEST),D002,CITTA' METROPOLITANA MILANO (SOTTORETE NOREST LT3),MER,MERCEDES BENZ,015,O530 N3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,10,COMUNE DI MILANO,NE,null,LCH,LACCHIARELLA (DEPOSITO),VIN,null,VIM,VIMERCATE - VIA PO 6,AGI,AUTOGUIDOVIE,INTERNA,SMO,null,1H,GASOLIO AUT/HVO,0016,2011-12-02,2011-12-05,null,14,2023-12-02,2026-12-01,2011-12-02,2023-11-11,2025-10-27,2026-10-31,2013-12-02,2026-07-14,null,null,S,2015-01-05,2999-12-31,S,773088,201770.00,0.00,8785.85,S,S
3350,GK819YG,null,32,97,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E6,EURO6,01,RIBASSATO TOTALMENTE,S2,ATM12B,16,MERCEDES BENZ,025,CITARO C2 STEP3 CHY,06,SUBURBANO,LEASING,128,EVO/SMS - SUBAFFIDI ATM (SUD),M001,COMUNE DI MILANO (SUBAPPALTO ATM),MER,MERCEDES BENZ,015,O530 N3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,10,COMUNE DI MILANO,SS,Subaffidamenti Sud  ATM,CND,CORNAREDO,LCH,LACCHIARELLA (DEPOSITO),LCH,LACCHIARELLA - SS105 VIA MILANO 5/7,AGI,AUTOGUIDOVIE,INTERNA,SMS,ATM SO,1H,GASOLIO AUT/HVO,0173,2022-11-02,2022-11-14,null,3,2022-11-02,2034-11-01,2022-11-02,2029-09-05,2025-12-18,2026-12-31,null,2026-07-07,null,null,S,2022-11-15,2999-12-31,S,223308,221441.50,0.00,171169.13,S,S
4012,CT778VK,null,54,140,17.99,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO4 2006/51 CEE-B1,CG,AUTOSNODATO UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E4,EURO4,01,RIBASSATO TOTALMENTE,T1,18M,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,O,SENZA TITOLO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,MGN,MILANO VIA MARIGNANO,CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0107,2007-09-05,2007-09-05,2024-12-04,18,null,null,2007-09-05,2019-08-01,2024-09-27,2025-09-30,2009-09-05,2024-06-14,null,null,S,2019-09-04,2999-12-31,S,721152,312500.00,0.00,4037.25,N,N
4026,DK109ED,null,54,140,17.99,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO4 2005/55 CEE-B1,CG,AUTOSNODATO UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E4,EURO4,01,RIBASSATO TOTALMENTE,T1,18M,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,001,INT/NOR - PROVINCIA MONZA E BRIANZA,F001,PROVINCIA MONZA E BRIANZA (SOTTORETE BRIANZA CENT),MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,BT,Prov. Milano Lotto 2 - Nord,MNZ,MONZA VIA ASPROMONTE,MNZ,MONZA VIA ASPROMONTE,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1,GASOLIO AUT.,0107,2007-10-25,2007-10-25,2023-02-07,18,null,null,2007-10-25,2019-11-06,2022-09-28,2023-09-30,2009-10-25,2023-02-06,2023-11-08,null,S,2019-10-24,2999-12-31,S,689803,312500.00,0.00,4286.88,N,N
4028,DK107ED,null,54,140,17.99,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO4 2005/55 CEE-B1,CG,AUTOSNODATO UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E4,EURO4,01,RIBASSATO TOTALMENTE,T1,18M,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,001,INT/NOR - PROVINCIA MONZA E BRIANZA,null,null,MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,C,COMODATO A ...,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,BT,Prov. Milano Lotto 2 - Nord,DES,DESIO VIA ROSSA,DES,DESIO VIA ROSSA,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1,GASOLIO AUT.,0107,2007-10-25,2007-10-25,2024-01-08,18,null,null,2007-10-25,2019-11-06,2023-09-20,2024-09-30,2009-10-25,2023-12-19,null,null,S,2019-10-24,2999-12-31,S,755327,312500.00,0.00,4269.68,N,N
4029,DK106ED,null,54,140,17.99,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO4 2005/55 CEE-B1,CG,AUTOSNODATO UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E4,EURO4,01,RIBASSATO TOTALMENTE,T1,18M,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,001,INT/NOR - PROVINCIA MONZA E BRIANZA,null,null,MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,BT,Prov. Milano Lotto 2 - Nord,DSR,DESIO VIA ROSSINI,MNZ,MONZA VIA ASPROMONTE,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1,GASOLIO AUT.,0107,2007-10-25,2007-10-25,2024-01-08,18,null,null,2007-10-25,2019-11-06,2025-07-30,2026-07-31,2009-10-25,2023-12-22,2026-05-13,null,S,2019-10-24,2999-12-31,S,702961,312500.00,0.00,3858.46,N,N
4043,BF612FY,null,43,132,18.00,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO2 91/542 CEE-B,CG,AUTOSNODATO UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E2,EURO2,02,RIBASSATO PARZIALMENTE,null,null,04,BREDAMENARINI,null,null,06,SUBURBANO,PROPRIETA,002,INT/MSE - CITTÀ MET MILANO (LOTTO4),null,null,BRE,BREDAMENARINI,006,M 321/1-S,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,02,PROVINCIA DI MILANO,SE,Prov. Milano Lotto 4 - Sud Est,MGN,MILANO VIA MARIGNANO,MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,UP MISE,1,GASOLIO AUT.,0077,1999-09-02,2007-07-01,2012-03-19,26,null,null,null,null,2011-10-28,2012-10-31,null,2012-02-15,2015-04-21,2012-03-28,S,2000-01-01,2999-12-31,S,406500,312500.00,0.00,214312.50,N,N
4054,FY677SD,DM775EY,54,140,17.99,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO5 2006/51/CEE-B2,CG,AUTOSNODATO UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E5,EURO5,01,RIBASSATO TOTALMENTE,M3,MI18,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,001,INT/NOR - PROVINCIA MONZA E BRIANZA,F001,PROVINCIA MONZA E BRIANZA (SOTTORETE BRIANZA CENT),MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,BT,Prov. Milano Lotto 2 - Nord,DES,DESIO VIA ROSSA,DSR,DESIO VIA ROSSINI,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1H,GASOLIO AUT/HVO,0109,2007-12-06,2007-12-06,null,18,null,null,2007-12-06,2021-12-06,2025-11-26,2026-11-30,2009-12-06,2026-07-03,null,null,S,2025-03-13,2999-12-31,S,814609,317000.00,0.00,4102.22,N,N
4055,GA404SY,DK155ED,54,140,17.99,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO5 2006/51/CEE-B2,CG,AUTOSNODATO UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E5,EURO5,01,RIBASSATO TOTALMENTE,M3,MI18,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,001,INT/NOR - PROVINCIA MONZA E BRIANZA,F001,PROVINCIA MONZA E BRIANZA (SOTTORETE BRIANZA CENT),MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,BT,Prov. Milano Lotto 2 - Nord,DES,DESIO VIA ROSSA,DSR,DESIO VIA ROSSINI,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1H,GASOLIO AUT/HVO,0109,2007-11-09,2007-11-09,null,18,null,null,2007-11-09,2021-12-06,2025-11-12,2026-11-30,2009-11-09,2026-06-24,null,null,S,2025-02-12,2999-12-31,S,802504,317000.00,0.00,4488.16,N,N
4065,DM774EY,null,54,140,17.99,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO5 2006/51/CEE-B2,CG,AUTOSNODATO UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E5,EURO5,01,RIBASSATO TOTALMENTE,C3,CR18,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,CRM,CREMA (PIP),CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0109,2007-12-06,2007-12-06,null,18,null,null,2007-12-06,2021-12-06,2025-12-17,2026-12-31,2009-12-06,2026-07-14,null,null,S,2024-09-09,2999-12-31,S,684210,317000.00,0.00,4419.00,N,N
4066,FY327SD,DK188ED,54,140,17.99,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO5 2006/51/CEE-B2,CG,AUTOSNODATO UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E5,EURO5,01,RIBASSATO TOTALMENTE,C3,CR18,16,MERCEDES BENZ,011,CITARO C1 FACE LIFT,06,SUBURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,PND,PANDINO,PND,PANDINO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0109,2007-11-21,2007-11-21,null,18,null,null,2007-11-21,2021-12-06,2026-06-10,2027-06-30,2009-11-21,2026-06-30,null,null,S,2024-09-09,2999-12-31,S,650524,317000.00,0.00,4419.00,N,N
4083,FK501WG,null,40,161,18.13,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO6 595/2009*64/2012A,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E6,EURO6,01,RIBASSATO TOTALMENTE,C0,MICR18,16,MERCEDES BENZ,018,CITARO C2 STEP3,06,SUBURBANO,PROPRIETA,103,EVO/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,SZL,SAN ZENONE A/L,CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0173,2017-12-29,2018-03-26,null,8,2017-12-29,2029-12-28,null,null,2025-10-08,2026-10-31,2019-12-29,2026-07-16,null,null,S,2017-12-29,2999-12-31,S,262494,293618.30,0.00,162330.64,N,S
4085,FP482SC,null,40,161,18.13,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO6 595/2009*64/2012A,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E6,EURO6,01,RIBASSATO TOTALMENTE,M3,MI18,16,MERCEDES BENZ,018,CITARO C2 STEP3,06,SUBURBANO,PROPRIETA,101,EVO/NOR - PROVINCIA MONZA BRIANZA,F001,PROVINCIA MONZA E BRIANZA (SOTTORETE BRIANZA CENT),MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,BT,Prov. Milano Lotto 2 - Nord,DSR,DESIO VIA ROSSINI,DSR,DESIO VIA ROSSINI,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1H,GASOLIO AUT/HVO,0065,2018-06-07,2018-08-28,null,8,2018-06-07,2030-06-06,2017-12-01,2029-11-30,2026-07-06,2027-07-31,2020-06-06,2026-07-15,null,null,S,2018-06-07,2999-12-31,S,406301,293618.30,0.00,151553.93,N,S
4104,GR750HV,null,40,160,18.13,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,null,CC,AUTOSNODATO A UN PIANO,M3,AUTOBUS,I,CLASSE I,E6,EURO6,01,RIBASSATO TOTALMENTE,M7,MI18A,16,MERCEDES BENZ,025,CITARO C2 STEP3 CHY,06,SUBURBANO,LEASING,101,EVO/NOR - PROVINCIA MONZA BRIANZA,F001,PROVINCIA MONZA E BRIANZA (SOTTORETE BRIANZA CENT),MER,MERCEDES BENZ,011,O530 GN3,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,BT,Prov. Milano Lotto 2 - Nord,DSR,DESIO VIA ROSSINI,DES,DESIO VIA ROSSA,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1H,GASOLIO AUT/HVO,0065,2023-12-12,2023-12-12,null,2,2023-12-12,2031-12-11,null,null,2025-12-19,2026-12-31,2025-12-12,2026-07-15,null,null,S,2023-12-14,2999-12-31,S,131811,337435.00,0.00,234575.26,N,S
